,name,popularity
969,Donald Faison,12.55
970,Tao Wang,0.6
971,Mei Yang,0.6
972,Yankai Yu,1.96
973,Angus Macfadyen,11.008
974,Kristen Dalton,5.744
975,Yoo Yeon-Seok,13.154
976,Lee Eddy,1.388
977,Gary Teague,1.969
978,Casey Cox,
979,Danny Kwok-Kwan Chan,0.6
980,Ashina Kwok,10.48
981,Awayne Liu,2.897
982,Tianye Ren,4.412
983,Zhi Shi,0.6
984,Zhang Dong,1.788
985,Norman Chu,0.6
986,Jason Sze,1.176
987,Qi Zhang,1.96
988,Tenoch Huerta,12.51
989,Eréndira Ibarra,14.175
990,Dale Carley,0.6
991,Craig Fairbrass,3.907
992,George Russo,2.887
993,Izuka Hoyle,4.745
994,Dhanveer,9.188
995,Hossein Abbasi,
996,Bahram Ebrahimi,0.6
997,Saeed Ghorbani,
998,Morteza Kazemi,
999,Javier Rey,5.621
1000,Verónica Echegui,9.654
1001,Brays Efe,1.22
1002,Carol Hickey,0.983
1003,Xavier Alvarado,0.6
1004,Neyla Cantu,0.6
1005,Curtis Simpson,
1006,Jimmy Jones,0.6
1007,Gene LeBell,3.367
1008,Robert Wall,6.088
1009,Jose Intriago,
1010,Martha Chorro,
1011,Enrique Pérez,0.6
1012,Tak Sakaguchi,3.018
1013,Kento Yamazaki,32.48
1014,Arata Yamanaka,1.166
1015,Nick Howell,0.6
1016,Chris O'Neill,0.6
1017,Michael Saldate,
1018,Jonathan Ulmborg,
1019,Robin Kottonya Södergren,
1020,Alvin Nygren,
1021,Mikki Koomar,
1022,Renios Armanas,
1023,Bernard Artigues,0.6
1024,Nikos Barlbarias,
1025,Bergas Beramenou,
1026,Richard Dong,1.4
1027,Teng Yuan Liu,
1028,Zheng Zihao,0.6
1029,Julian Richings,9.645
1030,Michelle Argyris,6.611
1031,Emily Alatalo,7.895
1032,Nandamuri Kalyan Ram,2.613
1033,Sarath Babu,1.788
1034,Tanikella Bharani,5.222
1035,X.R. Chavez,
1036,Seth Beckson,
1037,Emir Özkardes,
1038,Ela Pinto,
1039,Berke Üzrek,1.96
1040,Beste Bereket,3.226
1041,Lee Sung-min,7.325
1042,Kim Seo-hyeong,3.125
1043,Bae Jeong-nam,4.626
1044,Yiheng Du,7.538
1045,Yang Shu,2.957
1046,Muhammad Emam,
1047,Fathi Abdulwahhab,2.009
1048,Yasmin Raeis,11.458
1049,Jessica Allain,5.741
1050,Mac Brandt,13.695
1051,Skylan Brooks,6.712
1052,Feng Lang,0.6
1053,Zezong Wang,0.6
1054,Katia Atkinson,0.6
1055,David Edgemon,0.6
1056,Emilien De Falco,4.891
1057,Kevin Lukata,0.98
1058,Shaun Mixon,0.6
1059,Veto Swarn,
1060,Julien Kang,1.984
1061,Jae-yong Lee,2.731
1062,Ji-Ho Oh,8.832
1063,Grace Agne,0.6
1064,Merril Barden,0.6
1065,Ty Baxley,0.6
1066,Antoni Królikowski,2.188
1067,Katarzyna Warnke,3.842
1068,Piotr Stramowski,8.463
1069,Jeff Abel,0.6
1070,Kellen Cousens,
1071,Reese Cranston,
1072,Riley Cranston,0.6
1073,Will Yun Lee,20.238
1074,Jermaine Love,1.813
1075,Rory Markham,5.614
1076,David A.R. White,6.819
1077,William Baldwin,18.078
1078,Burt Young,12.365
1079,Dong Han,4.938
1080,Carrie Wang,0.6
1081,Yuxi Zhang,21.696
1082,Matthew Schmid,0.6
1083,Jacquie Baker,0.6
1084,Chris Berg,0.6
1085,Anant Nag,0.984
1086,Hei Bao,
1087,Yu Cai-Yan,
1088,Jiang Chang,0.6
1089,Rucha Inamdar,4.191
1090,Amit Sadh,0.6
1091,Rahul Dev,3.193
1092,Johnathon Schaech,9.327
1093,Sarah Lancaster,12.797
1094,Lara Silva,5.337
1095,Yunpeng Xie,1.606
1096,Zhaoqi Shi,5.186
1097,Xianda Liu,1.4
1098,Kim Ah-ra,0.98
1099,Hong Dal-pyo,1.4
1100,Dae Han Lee,0.6
1101,Rachel Butera,1.686
1102,Doug Erholtz,4.346
1103,Lizzie Freeman,
1104,Akshay Kumar,8.345
1105,Kiara Advani,7.367
1106,Sharad Kelkar,0.98
1107,Chris Jai Alex,3.216
1108,Sasha Alexander,11.407
1109,Michael Chiklis,7.13
1110,Ireno Alcala,
1111,Lotlot Bustamante,1.64
1112,Mercedes Cabral,6.807
1113,Yusi Peng,7.337
1114,Yiheng Du,7.538
1115,Yirong He,0.6
1116,Eric Roberts,17.341
1117,Baylee Curran,1.788
1118,Jose Yenque,1.932
1119,Dong-won Gang,8.394
1120,Lee Jung-hyun,7.162
1121,Re Lee,13.946
1122,Robert L. Butler Jr.,0.6
1123,Michael E. Bell,0.6
1124,Mandy Baker,0.6
1125,Bing Jia,1.4
1126,Shi Shi,4.9
1127,Ruihan Zhang,1.4
1128,Lewis Talbot,
1129,Callum Rose,
1130,TheKillinJoke,
1131,Leo Keserovic,
1132,Zhang Dong,1.788
1133,Jihoo Moon,
1134,Ji-Ho Oh,8.832
1135,Yu Xuan Hong Hao,0.6
1136,Peng Jiang,0.6
1137,Cheng Mu Xuan,3.571
1138,Leah Ashley,
1139,Tom Aglio,
1140,Gen Sherard,0.6
1141,Graham Rowat,1.38
1142,Mads Mikkelsen,63.054
1143,Nikolaj Lie Kaas,22.841
1144,Andrea Heick Gadeberg,2.633
1145,Arturo Adame,0.6
1146,Mike Bucy,
1147,Venilda Cintron,0.6
1148,Jun-ho Jeong,10.703
1149,Lee Ji-Won,7.067
1150,Won-jung Kim,
1151,Mark Ishii,1.538
1152,Yû Shimamura,4.183
1153,Raymelle A. Adams,0.6
1154,Kishon Sonda,
1155,Bryant L. Hendking,
1156,Eileen Lorene,
1157,Andra Fuller,3.564
1158,Michael Finn,1.62
1159,Jennifer Ansari,0.6
1160,Shameik Moore,5.541
1161,Demetrius Shipp Jr.,2.407
1162,Denzel Whitaker,4.763
1163,Prabhu Deva,1.943
1164,Nivetha Pethuraj,7.913
1165,Sudhanshu Pandey,1.176
1166,Pak-ho Chau,2.53
1167,Wenzuo Song,0.6
1168,Shengnan Xu,0.6
1169,Yuki Inoue,6.124
1170,Ryôtarô,3.413
1171,Ayuri Yoshinaga,7.667
1172,Mahesh Babu,3.429
1173,Rashmika Mandanna,15.282
1174,Vijayshanti,0.6
1175,Asashôryû,0.98
1176,Nomtoibayar Noba,
1177,Pio Marmaï,4.202
1178,Vimala Pons,4.988
1179,Benoît Poelvoorde,6.579
1180,Lewis Talbot,
1181,The Ray,0.6
1182,Braigar,
1183,Tejeenthan Arunasalam,1.4
1184,Fouziee,
1185,Suresh Elumalai,
1186,Jacob Lohmann,6.986
1187,Simon Sears,1.74
1188,Tarek Zayat,0.6
1189,Mikal Vega,3.538
1190,Melissa Mars,0.6
1191,Dale Comstock,
1192,David Lonigro,
1193,Graysen Gutwein,
1194,Tristan Gutwein,
1195,Lilly Hamilton,1.932
1196,Ryan Adam Burton,
1197,Max Culbertson,0.6
1198,Bobby Easley,0.6
1199,Betsy Elrod,
1200,Diego Dati,1.4
1201,Warwick Gilles,
1202,Yu Xin-yan,
1203,Evan Combs,
1204,Trevor B. Nagle,0.652
1205,Jeffrey Alan Foster,0.6
1206,Kenny Beers,0.6
1207,John Migliore,0.6
1208,Chance Kelly,7.701
1209,Grayson Kelly,0.6
1210,Brianne Buishas,0.6
1211,Javier Lindo,
1212,Adam Mendoza,
1213,Hirofumi Araki,2.151
1214,Naoya Gômoto,0.651
1215,Shohei Hashimoto,0.6
1216,Timothy Turner,1.576
1217,Calan Schultz,
1218,John Ferguson,8.777
1219,Roane Borger,
1220,Dylan O'Brien,21.531
1221,Jessica Henwick,34.8
1222,Michael Rooker,26.296
1223,Milla Jovovich,17.468
1224,Tony Jaa,17.903
1225,Ron Perlman,17.826
1226,J.D. Angstadt,0.631
1227,Michael Arnel,
1228,Linda Bott,
1229,Vin Diesel,42.038
1230,Eiza González,18.743
1231,Sam Heughan,12.143
1232,Mia Malkova,
1233,Renan Severo,0.6
1234,Gina Gershon,25.18
1235,Elijah Baker,3.226
1236,Chuck Liddell,7.005
1237,Junxiao Liu,1.361
1238,Yimina,
1239,Gianluca Zoppa,0.6
1240,Gerard Butler,20.293
1241,Morena Baccarin,30.95
1242,Roger Dale Floyd,6.327
1243,Liu Lincheng,1.96
1244,Blake Lively,18.603
1245,Richard Brake,12.225
1246,Elly Curtis,
1247,R.K. Suresh,
1248,Vinoth Kishan,2.744
1249,Neha Saxena,1.4
1250,Ray Chase,5.441
1251,Doug Stone,3.223
1252,Kaiji Tang,0.612
1253,Juanjo Martínez,0.6
1254,Andrea Boass,
1255,Daniel Merwicer,
1256,W. Keith Scott,0.6
1257,Kazarr,0.6
1258,Konstantin Khabenskiy,5.294
1259,Ivan Yankovskiy,6.665
1260,Stasya Miloslavskaya,12.555
1261,Artyom Gubin,2.744
1262,Lubov Konstantinova,10.407
1263,Igor Yudin,1.96
1264,Barnaby Falls,1.4
1265,Aunjhanae Gray,
1266,Pharoah Powell,0.6
1267,Jonez Cain,0.98
1268,Ken Chang,6.434
1269,Xue'er Hu,3.891
1270,Li Dianzun,2.009
1271,Eric Roberts,17.341
1272,John J. Vogel,0.6
1273,Daniel K. Daniel,0.6
1274,Mark Andrews,2.305
1275,Deon Dreyer,
1276,Theo Dreyer,
1277,Varalaxmi Sarathkumar,3.704
1278,Vela Ramamoorthy,1.96
1279,Anitha Sampath,0.652
1280,Alan,27.832
1281,Allison,13.434
1282,Emma,72.695
1283,Geraint,4.48
1284,Dina Cataldi,1.048
1285,Jaiden Kaine,3.863
1286,Justine S. Harrison,0.6
1287,Gloria Chung,0.6
1288,Bai Ling,24.858
1289,Joseph Michael Harris,2.391
1290,Xavi Israel,0.6
1291,Emilia Flint,3.842
1292,Caspar Fischer-Ortmann,0.6
1293,Leander Pütz,3.317
1294,Miu Tse,17.336
1295,Zitong Wang,4.113
1296,Yixuan Xu,0.656
1297,Gang He,2.968
1298,Achyut Prashast Singh,1.4
1299,Alban Lenoir,14.651
1300,Nicolas Duvauchelle,6.168
1301,Ramzy Bedia,5.169
1302,Sanjay Dutt,5.314
1303,Nargis Fakhri,3.842
1304,Rahul Dev,3.193
1305,Natsuki Hanae,22.411
1306,Yoshimasa Hosoya,6.934
1307,Suzuko Mimori,8.852
1308,Mark Dacascos,22.479
1309,Vanida Golten,1.38
1310,Prinya Intachai,1.786
1311,Jang Hyuk,9.997
1312,Hyeon-soo Kim,10.031
1313,Joe Taslim,11.239
1314,Li Ziyou,0.6
1315,Wang Ganggang,0.6
1316,Zaimi Ehetti,
1317,Xianchao You,0.6
1318,Lee Bo-Yeong,
1319,Park Byung-jin,0.6
1320,Seung-woo Chae,
1321,Angel Fuhe,2.188
1322,Wang Ming,0.6
1323,Xiaoli Wang,1.919
1324,Rakshith,2.744
1325,Nakshatra,0.6
1326,Raghu Kunche,0.6
1327,Lora Burke,2.927
1328,Nick Smyth,2.897
1329,Colin Paradine,0.6
1330,Charles W Harris III,1.978
1331,Jeff Profitt,0.6
1332,Kelsey Delemar,0.6
1333,Tania Raymonde,19.395
1334,Nathaniel Buzolic,12.504
1335,Emerson Brooks,4.694
1336,Stu Bennett,0.6
1337,Vinnie Jones,13.907
1338,Jacob Anderton,1.063
1339,Gia Skova,7.071
1340,Travis Aaron Wade,3.052
1341,Nigel Vonas,3.564
1342,Kevin D. Benton,0.6
1343,Sheryl Brown-Lewis,
1344,Yolanda Brunner,
1345,Carla Carpenter,0.6
1346,Liz Richman,
1347,Freddy John James,0.817
1348,Ángel Salazar,1.48
1349,Natalie Peri,0.6
1350,Kathrina Miccio,0.6
1351,Uli Latukefu,5.283
1352,Nathaniel Lees,5.211
1353,Jay Laga'aia,1.814
1354,Lee Jehoon,9.929
1355,Jae-hong Ahn,11.221
1356,Choi Woo-sik,21.205
1357,Philips Nortey,0.6
1358,Dejon Mullings,
1359,Lee Bramble,
1360,Michael Barker,0.6
1361,Phuong Anh Dao,1.4
1362,Ai Phuong,0.6
1363,Thien Tu Tran,0.6
1364,Ken Watanabe,13.821
1365,Takumi Saitoh,3.209
1366,Masato Hagiwara,4.25
1367,Craig Robert Bruss,0.6
1368,Alex Hramakouski,0.6
1369,Stan Knight,0.6
1370,John Bautista,0.6
1371,Alexander Brandon,0.6
1372,Maximilian Dood,
1373,Kristian Proano,
1374,Mickulus A Rubin,
1375,Tiffany Kyle,0.6
1376,Marlon Copeland,
1377,Natsuki Hanae,22.411
1378,Akari Kitô,26.454
1379,Yoshitsugu Matsuoka,14.098
1380,Toby Alderweireld,
1381,Dele Alli,0.6
1382,Hugo Lloris,1.176
1383,Anna Rezan,1.176
1384,Barbara Sassari,
1385,Aris Athan,1.211
1386,Christian Kissas,
1387,Johnny Strong,13.348
1388,Marko Zaror,6.357
1389,Vladimir Kulich,10.783
1390,Ji Lin,0.6
1391,Sydney Stampher,0.6
1392,Yasuko Tsuji,
1393,Zhichao Meng,1.4
1394,Tenma Shibuya,4.477
1395,Yifan Zhao,0.6
1396,Ning Kang,4.204
1397,Lin Yushen,0.6
1398,Lei-Qi Zhao,
1399,Jena Abbott,
1400,Gregory Athans,
1401,Samantha Rae Bass,
1402,Brina,2.744
1403,Amir Jadidi,13.835
1404,Saed Soheili,7.148
1405,Tinoo Salehi,
1406,Yogi Babu,2.307
1407,Manobala,6.466
1408,Mahima Nambiar,5.86
1409,Eryk Lubos,2.026
1410,Rafal Królikowski,1.767
1411,Aleksandra Poplawska,7.347
1412,J.R. Ridge,0.6
1413,Briston George,
1414,Michelle Natalie Nunez,0.6
1415,Joshua Quincey,
1416,Chris Effan,
1417,Paul Dean,0.6
1418,Kyle Rappaport,2.285
1419,Charles Heuvelman,0.6
1420,Efrat Boimold,0.6
1421,Shira Kedem-Katzenelenbogen,
1422,Zohar Liba,2.762
1423,Ciro Dapagio,0.6
1424,Christon Andell,0.6
1425,Devon Black,
1426,Ghost Channel,
1427,Mikhail Ryabkov,0.6
1428,Evgeniy Toroschin,0.6
1429,Nastasya Sharapova,
1430,Mike Ho,0.6
1431,Tianye Li,1.532
1432,Sikai Nan,0.6
1433,Betty Gilpin,21.453
1434,Hilary Swank,14.649
1435,Ike Barinholtz,13.117
1436,Ricardo Hurtado,7.202
1437,Jackie R. Jacobson,5.937
1438,Breanna Yde,9.274
1439,Moises Candelaria,
1440,Xochitl Chilin,
1441,Crystal Miel Cossey,
1442,Craig Greager,
1443,Yeo-jin Choi,13.829
1444,Jung Hae-In,16.036
1445,Hwang In-tak,0.6
1446,Asiimwe Apollo,
1447,Nsamba Francis,
1448,Isaac Newton Kizito,
1449,Reine Swart,2.744
1450,Russell Crous,2.744
1451,Liesl Ahlers,4.99
1452,Haomin Chen,0.6
1453,Wanzhong Wang,2.744
1454,Wenfeng Gao,0.6
1455,Moxi Wang,
1456,Luke Hobson,1.96
1457,Georgie Smibert,0.6
1458,Chris Kaye,0.706
1459,Mary Claire Klooster,1.528
1460,Diezie Sahn,
1461,Phedra Syndelle,0.84
1462,Astrid Annicaert,
1463,Tuur De Baere,
1464,Ehsan Hemat,
1465,Li Kai,0.6
1466,Li Zheng Yu,
1467,Hannah Zhang Zhi-Ran,
1468,Samela Tyelbooi,0.6
1469,Wiseman Mncube,
1470,Jabulani Mthembu,0.6
1471,William Beller,
1472,William Beller,
1473,Shaquille Mathurin,0.6
1474,Jordan Flyy,
1475,Lisa Cronauer,0.6
1476,Simon Hill,1.532
1477,Larry G. Jones,0.6
1478,William Forsythe,14.47
1479,Kathleen Munroe,15.096
1480,Carlo Rota,6.021
1481,Leobardo Acuna,
1482,Carlos Carrera,0.6
1483,Alfonso Chavez,
1484,Saul Chavez,
1485,Miggs Cuaderno,1.22
1486,Princess Aguilar,
1487,Elijah Alejo,3.514
1488,Dominique Swain,24.3
1489,Salah Boudrar,1.4
1490,Michael Broderick,1.809
1491,Ranee Campen,11.774
1492,Kom Chauncheun,3.642
1493,Ball Chernyim,
1494,Sami Bouajila,9.036
1495,Eriq Ebouaney,4.606
1496,Samy Seghir,2.268
1497,Benny Chan,2.211
1498,Zhang Dong,1.788
1499,King-Tan Yuen,7.819
1500,London Aaron,0.6
1501,Marcia Adams,0.6
1502,Kareem Alexander,0.6
1503,Abhinaya,2.481
1504,Aru Gowda,0.6
1505,Yash Shetty,1.4
1506,Anil Siddhu,
1507,Binglin Cui,0.6
1508,Yongfeng Yang,0.6
1509,Chen Zeng,0.6
1510,Beverly Naya,0.6
1511,Gbenga Titiloye,
1512,Charles Etubiebi,0.6
1513,Xianshi Li,1.788
1514,Xin Xin,4.693
1515,Gregory Mackie,
1516,John Mackie,0.6
1517,Richard Waters,0.6
1518,Detrah Brown,
1519,Rob Bullock,0.6
1520,Tiffany Collins,0.6
1521,April Melody Rox Dillard,
1522,Woon Jong Jeon,0.6
1523,Bae Jeong-nam,4.626
1524,Uhm Junghwa,14.509
1525,Anugrah Agnihotri,
1526,Rakesh Saini,
1527,Rima Yadav,
1528,Byron Gibson,3.187
1529,Ron Smoorenburg,3.451
1530,Leigh Barwell,2.114
1531,Tien Luat,0.6
1532,Thu Trang,1.176
1533,Kieu Minh Tuan,1.96
1534,Anders Baasmo Christiansen,6.392
1535,Sven Nordin,5.668
1536,Otto Jespersen,7.799
1537,Marc Outbreak,0.6
1538,Lenny Webb,0.6
1539,Ricky Aldridge,
1540,Xuekai Yan,0.6
1541,Tingyi Zhao,
1542,Tom Hanks,34.853
1543,Helena Zengel,11.75
1544,Tom Astor,0.6
1545,Yaqi Zhang,4.251
1546,Zixuan Zhang,3.614
1547,Wong Mei Ki,0.6
1548,Xue'er Hu,3.891
1549,Wei Wei,1.22
1550,Jarvis Wu,2.99
1551,Tingwei Liang,1.686
1552,Qiu Shi-Yuan,
1553,Shaowu Xu,1.094
1554,Yiheng Du,7.538
1555,Yang Shu,2.957
1556,Rui Zhao,0.6
1557,Min-ji Lee,0.6
1558,Park So-jin,6.205
1559,Min-Jung Gong,14.438
1560,Alexander S. McBryde,0.6
1561,Richard Satterwhite,0.6
1562,Kathy Murphy,0.6
1563,Michael O'Hear,0.6
1564,Franki Darmawan,1.176
1565,Djaitov Tigor,0.98
1566,Ryana Dea,0.6
1567,Swaylee Loughnane,4.698
1568,Mac Gabriel,0.6
1569,David P Perlmutter,0.6
1570,Megan Beckner,
1571,Destiny Bostic,
1572,Dan Brookman,
1573,Tae-goo Eom,
1574,Jeon Yeo-bin,19.08
1575,Seung-Won Cha,11.427
1576,Stink Fisher,1.999
1577,Brian Gallagher,1.286
1578,Brian Anthony Wilson,1.113
1579,Ashwin Iyer,0.6
1580,Harsh Grewal,0.6
1581,Shravya Marakini,0.6
1582,Pankaj Tripathi,1.927
1583,Abhishek Bachchan,3.629
1584,Rajkummar Rao,1.027
1585,Vale Barberi,
1586,Regina Blandón,7.589
1587,Daniel Del Roble,
1588,Ben Davies,3.324
1589,Sam Sobkow,
1590,Bash Dinsmore,
1591,Chloë Grace Moretz,68.783
1592,Nick Robinson,25.162
1593,Beulah Koale,4.61
1594,Gal Gadot,55.666
1595,Chris Pine,30.445
1596,Kristen Wiig,14.718
1597,Fumiya Takahashi,5.367
1598,Ryutaro Okada,3.9
1599,Noa Tsurushima,7.661
1600,Kalangal Dinesh,0.6
1601,Karthikeyan,0.6
1602,Linga,3.164
1603,Xu Jinchuan,
1604,Nai Wen,1.408
1605,Li Yan,1.159
1606,Donnie Yen,22.109
1607,Niki Chow,7.365
1608,Teresa Mo,5.384
1609,Michael Peña,18.085
1610,Maggie Q,13.336
1611,Lucy Hale,30.045
1612,Cihan Simsek,11.89
1613,Tuana Melis Almaci,
1614,Yildiz Asyali,0.6
1615,Haley Heslip,0.6
1616,Lily Bowen,0.6
1617,Andrew Dawe-Collins,0.6
1618,Jackie Chan,28.014
1619,Yang Yang,19.312
1620,Lun Ai,9.401
1621,Will Smith,29.824
1622,Martin Lawrence,29.485
1623,Vanessa Hudgens,17.036
1624,Harshit Mathur,
1625,Dinesh Rajpurohit,0.6
1626,Rashika Singh,
1627,Jyoti Sharma,0.6
1628,Hugo Catalán,10.813
1629,Román García,0.6
1630,Marco Pérez,1.614
1631,Ilya Antonenko,0.6
1632,Vladimir Chuprikov,3.971
1633,Nikita Kologrivyy,4.766
1634,Ceng Chen,
1635,Olivia Cheng,9.969
1636,Zhang Tao,1.516
1637,Christopher Allen,2.352
1638,John Bardell,0.6
1639,Keni Boykin,0.6
1640,Joel Phillimore,1.34
1641,James Haynes,0.6
1642,Chris Simmons,1.4
1643,Helena Anderson,
1644,Emma Bass,0.6
1645,Adrian Cedeño,
1646,Narisu Bai,2.744
1647,Ye Cheng,0.6
1648,Yiheng Du,7.538
1649,Tolin Eddy,
1650,Breiland Willis,
1651,Debra Eddy,
1652,Jamie Eddy,4.908
1653,Liam Neeson,34.1
1654,Kate Walsh,20.289
1655,Jai Courtney,22.062
1656,Clinton Bailiff,0.6
1657,Daphnee Avril Bless,0.6
1658,Theodore Burt,0.6
1659,Robert Bronzi,11.039
1660,Emily Sweet,5.204
1661,Richard Tyson,7.79
1662,Jared Yang,
1663,Austin Bitikofer,0.6
1664,Tony Elias,1.96
1665,Stephanie Fausto,
1666,Damian Chapa,5.233
1667,Franky Lankester,1.708
1668,Alexis Underhill,
1669,Subaru Andô,0.6
1670,Yûki Ashida,0.6
1671,Yûta Chatani,0.98
1672,William Wai-Ting Chan,
1673,Cheney Chen,12.214
1674,Amber Kuo,7.835
1675,Plamen Dimov,0.6
1676,Milko Yovchev,0.6
1677,Petar Petrov,0.6
1678,Irina Starshenbaum,22.084
1679,Rinal Mukhametov,13.163
1680,Alexander Petrov,9.942
1681,Lulu Wilson,19.285
1682,Kevin James,19.485
1683,Joel McHale,9.468
1684,Aki Aleong,2.588
1685,Angelis Andino,
1686,Emmy Bellaforte,
1687,Lokesh Achari,
1688,Avinash,2.738
1689,Bhaskar Bangera,
1690,Nat Wolff,18.464
1691,Priyanka Bose,6.536
1692,Iben Akerlie,5.781
1693,Nusraat Faria Mazhar,3.842
1694,Meka Srikanth,1.646
1695,Bertha Abdallah,0.6
1696,Rose Ndauka,0.6
1697,Cojack Chilo,0.6
1698,Zeyu Li,0.98
1699,Xingying Shao,0.6
1700,Kiko Chan,
1701,Huu Chau,0.6
1702,Huong Giang,0.6
1703,Yichen Liu,1.286
1704,Shichen Xu,1.96
1705,Zhenfeng Sun,0.6
1706,Chris Bylsma,1.38
1707,Derek Spencer,
1708,Gary Neal Johnson,0.6
1709,Anthony Morreale,
1710,Shoya Chiba,5.236
1711,Natsumi Fujiwara,4.458
1712,Kana Hanazawa,21.168
1713,Steve Montana,0.6
1714,Sage Buchanan,0.6
1715,Scott Innes,2.744
1716,Roberto Garcia,14.256
1717,Anthony Ochoa,0.6
1718,Olive Basso,
1719,Audrey Beckman,
1720,Milli Cul,
1721,Isaac Dean,
1722,Jerry Ainsworth,
1723,Cory Bailey,0.98
1724,Joshua Brandt,
1725,Xia Mo,3.308
1726,Yusi Peng,7.337
1727,Aidan,21.149
1728,Brando,14.818
1729,BruhRaptor,
1730,Chris,32.186
1731,Abbey Briscoe,
1732,Heather Claxton,
1733,Mark Dodson,2.11
1734,Morris D. Small,0.828
1735,Tray Chaney,2.856
1736,JohnComedianThompson,
1737,Rolfini Whidbee,0.6
1738,Said Bey,0.6
1739,Sandia Tajdin,
1740,Abdeslam Bouhcini,1.96
1741,Trent Alexander-Arnold,0.6
1742,Kevin De Bruyne,0.6
1743,Fabinho,3.504
1744,Zahirah MacWilson,7.862
1745,Zizan Razak,4.824
1746,Bell Ngasri,9.236
1747,Yoon Kyesang,9.514
1748,Ji-Yeon Lim,11.068
1749,Yong-woo Park,5.264
1750,Thomas Logan Crown,0.6
1751,Melony Feliciano,
1752,Carlos Garcia,0.6
1753,Kai Ko,4.879
1754,Ariel Lin,6.765
1755,Talu Wang,19.832
1756,Jesse van Olderen,
1757,Kelum Kularathne,0.6
1758,Shyam Fernando,0.6
1759,Dharmapriya Dias,1.826
1760,Chamathka Lakmini,0.6
1761,Guanlin Ji,3.052
1762,Guangtao Jiang,0.6
1763,Yan Meme,2.744
1764,Joy Bhattacharya,0.6
1765,Bidisha Chowdhury,0.6
1766,Jeetu Kamal,0.6
1767,Cody Kearsley,5.186
1768,Bruce Willis,58.835
1769,Rachel Nichols,24.244
1770,Shisha Khongdkhar,
1771,Shanlang Khongphai,
1772,Healthy Khongtim,
1773,Batistuta Tynsong,
1774,Tian Li,0.6
1775,Yu Xin-yan,
1776,Miao Yu,1.22
1777,Zhang Bing-Qian,
1778,Leif Ye Xiao-Kai,
1779,Ziwen Zhang,3.392
1780,Ishaan Khattar,1.709
1781,Ananya Pandey,1.767
1782,Sayeem Afran,
1783,Margot Robbie,31.919
1784,Rosie Perez,5.897
1785,Mary Elizabeth Winstead,40.071
1786,InScane,0.6
1787,Yuji Okumoto,7.515
1788,Jae Suh Park,6.113
1789,Andy Le,1.407
1790,Dong Han,4.938
1791,Sha Jin,0.6
1792,Yo-Wei Lin,0.6
1793,Ravi Teja,2.919
1794,Payal Rajput,7.442
1795,Nabha Natesh,3.727
1796,Anil,11.345
1797,Chandana,3.994
1798,Gulshan,2.716
1799,Muniraju,
1800,Milena Gorum,2.772
1801,Alice Tantayanon,2.631
1802,Brian Migliore,0.6
1803,Ieuan Parry,0.6
1804,Carl Kendall,0.6
1805,Theo Cane Garvey,0.6
1806,Alex Ferns,8.266
1807,Moe Dunford,14.374
1808,Olivier Richters,6.271
1809,Bogdan Farcas,0.857
1810,Dragos Dumitru,0.6
1811,Vasile Muraru,1.388
1812,Marina Li,2.744
1813,Wang Luojia,3.29
1814,Yaqi Zhang,4.251
1815,Siu-Lung Leung,1.313
1816,Qiu Yuen,11.016
1817,Saloni Mishra,0.6
1818,Rupesh Kumar Choudhary,
1819,Evgeniy Mishukhin,
1820,Keith Nussbaum,0.6
1821,Jack E. Curenton,0.6
1822,Joe Hammerstone,0.6
1823,Steven Murphy,0.6
1824,Tiffany-Ellen Robinson,2.744
1825,Tim Faraday,5.516
1826,Li-Chun Lee,0.6
1827,Sun Qijun,2.744
1828,Mauriett Chayeb,0.6
1829,Mari Monge,0.6
1830,Paula Andrea Barros,
1831,Leo Harlem,2.258
1832,Jordi Sánchez,3.137
1833,Sílvia Abril,2.744
1834,Seth Carr,7.911
1835,Tichina Arnold,7.581
1836,Adam Pally,9.675
1837,Ray Quiroga,0.84
1838,Stan Vang,
1839,Danny Yang,0.6
1840,Rui Constantino,0.6
1841,Robinson Cohen,
1842,Joseph Dylan,3.751
1843,Kirill Polukhin,2.376
1844,Oleg Abalyan,0.694
1845,Dmitriy Tkachenko,
1846,Dave Bautista,18.787
1847,Chloe Coleman,20.829
1848,Parisa Fitz-Henley,10.648
1849,Aleks Alifirenko Jr.,0.6
1850,Hardie Duhaney II,
1851,Veronica Lynn Alifirenko,
1852,Chris Regine,0.6
1853,Eric Roberts,17.341
1854,Veronika Issa,3.738
1855,Jennifer Lee Wiggins,3.422
1856,Ice-T,7.363
1857,Robert Clohessy,6.091
1858,Jules Willcox,3.557
1859,Radha Ravi,2.401
1860,Senthil,3.842
1861,Thambi Ramaiah,1.214
1862,Nellai Siva,0.84
1863,Allu Arjun,7.927
1864,Pooja Hegde,11.713
1865,Tabu,5.142
1866,Jeff Moore,0.98
1867,Barry Michael Dailey,0.6
1868,Kenny Clemons,0.6
1869,Dennis P. Marburger,0.6
1870,John Michael Hightower Jr.,
1871,Eli Jo,1.4
1872,Scott Oakley,0.6
1873,Ramy Kebbe,
1874,Miu Tse,17.336
1875,Xu Chang Chao,
1876,Sheng Nan,8.441
1877,Jin Chen,13.315
1878,Wang Dalu,19.832
1879,Japji Khaira,1.564
1880,Guggu Gill,2.008
1881,Mahie Gill,1.926
1882,Antonio Della Casa,0.6
